ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade,Range,Total of A,Assignment of A,Midterm of A,Final of A,Assignment A (30),Midterm 30,final 35,Assignment B (30),Midterm B 30,final 35,meanA,meanB+,meanB,meanC+,meanC,meanD+,meanD,meanF
XX27364,60,40,100,18,14,35,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX27365,87,47,62,26.1,16.45,21.7,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27366,10,73,85,3,25.55,29.75,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27367,50,13,8,15,4.55,2.8,22,F,21-30, , , , , , , ,15,4.55,2.8, , , , , , , ,22
XX27368,67,13,20,20.1,4.55,7,32,F,31-40, , , , , , , ,20.1,4.55,7, , , , , , , ,32
XX27369,23,37,15,6.9,12.95,5.25,25,F,21-30, , , , , , , ,6.9,12.95,5.25, , , , , , , ,25
XX27370,47,10,45,14.1,3.5,15.75,33,F,31-40, , , , , , , ,14.1,3.5,15.75, , , , , , , ,33
XX27371,63,53,40,18.9,18.55,14,51,D,51-60, , , , ,18.9,18.55,14, , , , , , , , , ,51, 
XX27372,53,70,25,15.9,24.5,8.75,49,F,41-50, , , , , , , ,15.9,24.5,8.75, , , , , , , ,49
XX27373,0,100,15,0,35,5.25,40,F,31-40, , , , , , , ,0,35,5.25, , , , , , , ,40
XX27374,60,90,98,18,31.5,34.3,84,A,81-90,84,60,90,98, , , , , , ,84, , , , , , , 
XX27375,13,77,55,3.9,26.95,19.25,50,D,41-50, , , , ,3.9,26.95,19.25, , , , , , , , , ,50, 
XX27376,43,27,85,12.9,9.45,29.75,52,D,51-60, , , , ,12.9,9.45,29.75, , , , , , , , , ,52, 
XX27377,40,90,5,12,31.5,1.75,45,F,41-50, , , , , , , ,12,31.5,1.75, , , , , , , ,45
XX27378,33,47,55,9.9,16.45,19.25,46,F,41-50, , , , , , , ,9.9,16.45,19.25, , , , , , , ,46
XX27379,0,43,70,0,15.05,24.5,40,F,31-40, , , , , , , ,0,15.05,24.5, , , , , , , ,40
XX27380,40,53,55,12,18.55,19.25,50,D,41-50, , , , ,12,18.55,19.25, , , , , , , , , ,50, 
XX27381,3,0,38,0.9,0,13.3,14,F,11-20, , , , , , , ,0.9,0,13.3, , , , , , , ,14
XX27382,87,10,28,26.1,3.5,9.8,39,F,31-40, , , , , , , ,26.1,3.5,9.8, , , , , , , ,39
XX27383,7,40,88,2.1,14,30.8,47,F,41-50, , , , , , , ,2.1,14,30.8, , , , , , , ,47
XX27384,23,100,20,6.9,35,7,49,F,41-50, , , , , , , ,6.9,35,7, , , , , , , ,49
XX27385,93,100,32,27.9,35,11.2,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27386,37,37,28,11.1,12.95,9.8,34,F,31-40, , , , , , , ,11.1,12.95,9.8, , , , , , , ,34
XX27387,67,57,10,20.1,19.95,3.5,44,F,41-50, , , , , , , ,20.1,19.95,3.5, , , , , , , ,44
XX27388,33,43,57,9.9,15.05,19.95,45,F,41-50, , , , , , , ,9.9,15.05,19.95, , , , , , , ,45
XX27389,57,50,28,17.1,17.5,9.8,44,F,41-50, , , , , , , ,17.1,17.5,9.8, , , , , , , ,44
XX27390,43,57,32,12.9,19.95,11.2,44,F,41-50, , , , , , , ,12.9,19.95,11.2, , , , , , , ,44
XX27391,100,17,38,30,5.95,13.3,49,F,41-50, , , , , , , ,30,5.95,13.3, , , , , , , ,49
XX27392,77,60,50,23.1,21,17.5,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX27393,100,27,22,30,9.45,7.7,47,F,41-50, , , , , , , ,30,9.45,7.7, , , , , , , ,47
XX27394,53,93,2,15.9,32.55,0.7,49,F,41-50, , , , , , , ,15.9,32.55,0.7, , , , , , , ,49
XX27395,70,23,55,21,8.05,19.25,48,F,41-50, , , , , , , ,21,8.05,19.25, , , , , , , ,48
XX27396,83,3,28,24.9,1.05,9.8,36,F,31-40, , , , , , , ,24.9,1.05,9.8, , , , , , , ,36
XX27397,67,53,55,20.1,18.55,19.25,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27398,20,23,95,6,8.05,33.25,47,F,41-50, , , , , , , ,6,8.05,33.25, , , , , , , ,47
XX27399,20,97,5,6,33.95,1.75,42,F,41-50, , , , , , , ,6,33.95,1.75, , , , , , , ,42
XX27400,57,70,32,17.1,24.5,11.2,53,D,51-60, , , , ,17.1,24.5,11.2, , , , , , , , , ,53, 
XX27401,10,73,70,3,25.55,24.5,53,D,51-60, , , , ,3,25.55,24.5, , , , , , , , , ,53, 
XX27402,83,90,60,24.9,31.5,21,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX27403,10,67,80,3,23.45,28,54,D,51-60, , , , ,3,23.45,28, , , , , , , , , ,54, 
XX27404,70,63,92,21,22.05,32.2,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX27405,87,27,35,26.1,9.45,12.25,48,F,41-50, , , , , , , ,26.1,9.45,12.25, , , , , , , ,48
XX27406,60,20,78,18,7,27.3,52,D,51-60, , , , ,18,7,27.3, , , , , , , , , ,52, 
XX27407,20,3,0,6,1.05,0,7,F,0-10, , , , , , , ,6,1.05,0, , , , , , , ,7
XX27408,7,70,70,2.1,24.5,24.5,51,D,51-60, , , , ,2.1,24.5,24.5, , , , , , , , , ,51, 
XX27409,23,63,68,6.9,22.05,23.8,53,D,51-60, , , , ,6.9,22.05,23.8, , , , , , , , , ,53, 
XX27410,73,57,75,21.9,19.95,26.25,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27411,77,73,45,23.1,25.55,15.75,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27412,83,23,28,24.9,8.05,9.8,43,F,41-50, , , , , , , ,24.9,8.05,9.8, , , , , , , ,43
XX27413,0,100,12,0,35,4.2,39,F,31-40, , , , , , , ,0,35,4.2, , , , , , , ,39
XX27414,3,63,92,0.9,22.05,32.2,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27415,3,57,8,0.9,19.95,2.8,24,F,21-30, , , , , , , ,0.9,19.95,2.8, , , , , , , ,24
XX27416,23,17,98,6.9,5.95,34.3,47,F,41-50, , , , , , , ,6.9,5.95,34.3, , , , , , , ,47
XX27417,100,63,42,30,22.05,14.7,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX27418,87,13,100,26.1,4.55,35,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX27419,7,57,52,2.1,19.95,18.2,40,F,31-40, , , , , , , ,2.1,19.95,18.2, , , , , , , ,40
XX27420,50,67,25,15,23.45,8.75,47,F,41-50, , , , , , , ,15,23.45,8.75, , , , , , , ,47
XX27421,27,83,75,8.1,29.05,26.25,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27422,73,87,50,21.9,30.45,17.5,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27423,77,40,98,23.1,14,34.3,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX27424,43,43,30,12.9,15.05,10.5,38,F,31-40, , , , , , , ,12.9,15.05,10.5, , , , , , , ,38
XX27425,10,23,5,3,8.05,1.75,13,F,11-20, , , , , , , ,3,8.05,1.75, , , , , , , ,13
XX27426,93,90,90,27.9,31.5,31.5,91,A,91-100,91,93,90,90, , , , , , ,91, , , , , , , 
XX27427,0,80,25,0,28,8.75,37,F,31-40, , , , , , , ,0,28,8.75, , , , , , , ,37
XX27428,53,0,28,15.9,0,9.8,26,F,21-30, , , , , , , ,15.9,0,9.8, , , , , , , ,26
XX27429,63,47,75,18.9,16.45,26.25,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX27430,3,80,45,0.9,28,15.75,45,F,41-50, , , , , , , ,0.9,28,15.75, , , , , , , ,45
XX27431,37,37,85,11.1,12.95,29.75,54,D,51-60, , , , ,11.1,12.95,29.75, , , , , , , , , ,54, 
XX27432,37,7,30,11.1,2.45,10.5,24,F,21-30, , , , , , , ,11.1,2.45,10.5, , , , , , , ,24
XX27433,20,90,10,6,31.5,3.5,41,F,41-50, , , , , , , ,6,31.5,3.5, , , , , , , ,41
XX27434,13,7,12,3.9,2.45,4.2,11,F,11-20, , , , , , , ,3.9,2.45,4.2, , , , , , , ,11
XX27435,30,73,82,9,25.55,28.7,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27436,80,67,30,24,23.45,10.5,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27437,47,13,80,14.1,4.55,28,47,F,41-50, , , , , , , ,14.1,4.55,28, , , , , , , ,47
XX27438,90,93,75,27,32.55,26.25,86,A,81-90,86,90,93,75, , , , , , ,86, , , , , , , 
XX27439,67,80,28,20.1,28,9.8,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27440,100,40,75,30,14,26.25,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27441,17,60,0,5.1,21,0,26,F,21-30, , , , , , , ,5.1,21,0, , , , , , , ,26
XX27442,13,43,82,3.9,15.05,28.7,48,F,41-50, , , , , , , ,3.9,15.05,28.7, , , , , , , ,48
XX27443,77,17,90,23.1,5.95,31.5,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27444,23,87,98,6.9,30.45,34.3,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX27445,30,77,25,9,26.95,8.75,45,F,41-50, , , , , , , ,9,26.95,8.75, , , , , , , ,45
XX27446,70,7,60,21,2.45,21,44,F,41-50, , , , , , , ,21,2.45,21, , , , , , , ,44
XX27447,90,73,50,27,25.55,17.5,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27448,37,17,48,11.1,5.95,16.8,34,F,31-40, , , , , , , ,11.1,5.95,16.8, , , , , , , ,34
XX27449,60,100,40,18,35,14,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX27450,0,60,15,0,21,5.25,26,F,21-30, , , , , , , ,0,21,5.25, , , , , , , ,26
XX27451,43,93,45,12.9,32.55,15.75,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27452,20,40,52,6,14,18.2,38,F,31-40, , , , , , , ,6,14,18.2, , , , , , , ,38
XX27453,3,57,95,0.9,19.95,33.25,54,D,51-60, , , , ,0.9,19.95,33.25, , , , , , , , , ,54, 
XX27454,70,93,88,21,32.55,30.8,84,A,81-90,84,70,93,88, , , , , , ,84, , , , , , , 
XX27455,50,27,72,15,9.45,25.2,50,D,41-50, , , , ,15,9.45,25.2, , , , , , , , , ,50, 
XX27456,63,97,88,18.9,33.95,30.8,84,A,81-90,84,63,97,88, , , , , , ,84, , , , , , , 
XX27457,50,20,22,15,7,7.7,30,F,21-30, , , , , , , ,15,7,7.7, , , , , , , ,30
XX27458,20,3,25,6,1.05,8.75,16,F,11-20, , , , , , , ,6,1.05,8.75, , , , , , , ,16
XX27459,17,13,95,5.1,4.55,33.25,43,F,41-50, , , , , , , ,5.1,4.55,33.25, , , , , , , ,43
XX27460,53,20,0,15.9,7,0,23,F,21-30, , , , , , , ,15.9,7,0, , , , , , , ,23
XX27461,63,0,8,18.9,0,2.8,22,F,21-30, , , , , , , ,18.9,0,2.8, , , , , , , ,22
XX27462,10,70,18,3,24.5,6.3,34,F,31-40, , , , , , , ,3,24.5,6.3, , , , , , , ,34
XX27463,67,3,30,20.1,1.05,10.5,32,F,31-40, , , , , , , ,20.1,1.05,10.5, , , , , , , ,32
XX27464,90,70,80,27,24.5,28,80,A,71-80,80,90,70,80, , , , , , ,80, , , , , , , 
XX27465,83,100,40,24.9,35,14,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27466,37,67,22,11.1,23.45,7.7,42,F,41-50, , , , , , , ,11.1,23.45,7.7, , , , , , , ,42
XX27467,53,97,2,15.9,33.95,0.7,51,D,51-60, , , , ,15.9,33.95,0.7, , , , , , , , , ,51, 
XX27468,83,73,12,24.9,25.55,4.2,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27469,30,7,35,9,2.45,12.25,24,F,21-30, , , , , , , ,9,2.45,12.25, , , , , , , ,24
XX27470,47,3,60,14.1,1.05,21,36,F,31-40, , , , , , , ,14.1,1.05,21, , , , , , , ,36
XX27471,40,30,20,12,10.5,7,30,F,21-30, , , , , , , ,12,10.5,7, , , , , , , ,30
XX27472,97,47,75,29.1,16.45,26.25,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX27473,57,63,90,17.1,22.05,31.5,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX27474,47,60,62,14.1,21,21.7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27475,47,20,30,14.1,7,10.5,32,F,31-40, , , , , , , ,14.1,7,10.5, , , , , , , ,32
XX27476,23,13,90,6.9,4.55,31.5,43,F,41-50, , , , , , , ,6.9,4.55,31.5, , , , , , , ,43
XX27477,27,37,38,8.1,12.95,13.3,34,F,31-40, , , , , , , ,8.1,12.95,13.3, , , , , , , ,34
XX27478,23,63,0,6.9,22.05,0,29,F,21-30, , , , , , , ,6.9,22.05,0, , , , , , , ,29
XX27479,63,17,90,18.9,5.95,31.5,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27480,80,77,78,24,26.95,27.3,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX27481,73,10,45,21.9,3.5,15.75,41,F,41-50, , , , , , , ,21.9,3.5,15.75, , , , , , , ,41
XX27482,27,0,35,8.1,0,12.25,20,F,11-20, , , , , , , ,8.1,0,12.25, , , , , , , ,20
XX27483,23,0,45,6.9,0,15.75,23,F,21-30, , , , , , , ,6.9,0,15.75, , , , , , , ,23
XX27484,17,17,45,5.1,5.95,15.75,27,F,21-30, , , , , , , ,5.1,5.95,15.75, , , , , , , ,27
XX27485,40,43,80,12,15.05,28,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27486,100,33,100,30,11.55,35,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX27487,80,40,100,24,14,35,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX27488,30,90,85,9,31.5,29.75,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27489,13,50,40,3.9,17.5,14,35,F,31-40, , , , , , , ,3.9,17.5,14, , , , , , , ,35
XX27490,17,0,68,5.1,0,23.8,29,F,21-30, , , , , , , ,5.1,0,23.8, , , , , , , ,29
XX27491,27,87,10,8.1,30.45,3.5,42,F,41-50, , , , , , , ,8.1,30.45,3.5, , , , , , , ,42
XX27492,77,47,82,23.1,16.45,28.7,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27493,17,33,82,5.1,11.55,28.7,45,F,41-50, , , , , , , ,5.1,11.55,28.7, , , , , , , ,45
XX27494,23,67,82,6.9,23.45,28.7,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27495,77,7,2,23.1,2.45,0.7,26,F,21-30, , , , , , , ,23.1,2.45,0.7, , , , , , , ,26
XX27496,47,7,15,14.1,2.45,5.25,22,F,21-30, , , , , , , ,14.1,2.45,5.25, , , , , , , ,22
XX27497,87,47,85,26.1,16.45,29.75,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX27498,23,50,57,6.9,17.5,19.95,44,F,41-50, , , , , , , ,6.9,17.5,19.95, , , , , , , ,44
XX27499,30,77,10,9,26.95,3.5,39,F,31-40, , , , , , , ,9,26.95,3.5, , , , , , , ,39
XX27500,80,7,57,24,2.45,19.95,46,F,41-50, , , , , , , ,24,2.45,19.95, , , , , , , ,46
XX27501,17,23,65,5.1,8.05,22.75,36,F,31-40, , , , , , , ,5.1,8.05,22.75, , , , , , , ,36
XX27502,27,97,55,8.1,33.95,19.25,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27503,97,10,95,29.1,3.5,33.25,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX27504,63,60,52,18.9,21,18.2,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27505,97,80,88,29.1,28,30.8,88,A,81-90,88,97,80,88, , , , , , ,88, , , , , , , 
XX27506,90,30,20,27,10.5,7,45,F,41-50, , , , , , , ,27,10.5,7, , , , , , , ,45
XX27507,33,60,85,9.9,21,29.75,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27508,37,3,98,11.1,1.05,34.3,46,F,41-50, , , , , , , ,11.1,1.05,34.3, , , , , , , ,46
XX27509,7,80,57,2.1,28,19.95,50,D,41-50, , , , ,2.1,28,19.95, , , , , , , , , ,50, 
XX27510,57,27,85,17.1,9.45,29.75,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27511,73,27,42,21.9,9.45,14.7,46,F,41-50, , , , , , , ,21.9,9.45,14.7, , , , , , , ,46
XX27512,83,50,75,24.9,17.5,26.25,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27513,30,50,8,9,17.5,2.8,29,F,21-30, , , , , , , ,9,17.5,2.8, , , , , , , ,29
XX27514,13,47,62,3.9,16.45,21.7,42,F,41-50, , , , , , , ,3.9,16.45,21.7, , , , , , , ,42
XX27515,87,0,45,26.1,0,15.75,42,F,41-50, , , , , , , ,26.1,0,15.75, , , , , , , ,42
XX27516,77,83,90,23.1,29.05,31.5,84,A,81-90,84,77,83,90, , , , , , ,84, , , , , , , 
XX27517,97,37,28,29.1,12.95,9.8,52,D,51-60, , , , ,29.1,12.95,9.8, , , , , , , , , ,52, 
XX27518,70,67,25,21,23.45,8.75,53,D,51-60, , , , ,21,23.45,8.75, , , , , , , , , ,53, 
XX27519,0,20,100,0,7,35,42,F,41-50, , , , , , , ,0,7,35, , , , , , , ,42
XX27520,40,73,5,12,25.55,1.75,39,F,31-40, , , , , , , ,12,25.55,1.75, , , , , , , ,39
XX27521,37,83,65,11.1,29.05,22.75,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27522,83,7,8,24.9,2.45,2.8,30,F,21-30, , , , , , , ,24.9,2.45,2.8, , , , , , , ,30
XX27523,43,40,68,12.9,14,23.8,51,D,51-60, , , , ,12.9,14,23.8, , , , , , , , , ,51, 
XX27524,67,93,50,20.1,32.55,17.5,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27525,10,97,55,3,33.95,19.25,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27526,47,23,15,14.1,8.05,5.25,27,F,21-30, , , , , , , ,14.1,8.05,5.25, , , , , , , ,27
XX27527,67,7,25,20.1,2.45,8.75,31,F,31-40, , , , , , , ,20.1,2.45,8.75, , , , , , , ,31
XX27528,63,93,80,18.9,32.55,28,79,B+,71-80, , , , , , , , , , , ,79, , , , , , 
XX27529,50,27,95,15,9.45,33.25,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27530,90,10,72,27,3.5,25.2,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27531,83,3,78,24.9,1.05,27.3,53,D,51-60, , , , ,24.9,1.05,27.3, , , , , , , , , ,53, 
XX27532,90,67,12,27,23.45,4.2,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27533,93,37,38,27.9,12.95,13.3,54,D,51-60, , , , ,27.9,12.95,13.3, , , , , , , , , ,54, 
XX27534,73,63,15,21.9,22.05,5.25,49,F,41-50, , , , , , , ,21.9,22.05,5.25, , , , , , , ,49
XX27535,23,60,42,6.9,21,14.7,43,F,41-50, , , , , , , ,6.9,21,14.7, , , , , , , ,43
XX27536,20,10,48,6,3.5,16.8,26,F,21-30, , , , , , , ,6,3.5,16.8, , , , , , , ,26
XX27537,93,23,40,27.9,8.05,14,50,D,41-50, , , , ,27.9,8.05,14, , , , , , , , , ,50, 
XX27538,80,70,68,24,24.5,23.8,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX27539,90,17,52,27,5.95,18.2,51,D,51-60, , , , ,27,5.95,18.2, , , , , , , , , ,51, 
XX27540,7,27,85,2.1,9.45,29.75,41,F,41-50, , , , , , , ,2.1,9.45,29.75, , , , , , , ,41
XX27541,93,77,100,27.9,26.95,35,90,A,81-90,90,93,77,100, , , , , , ,90, , , , , , , 
XX27542,37,40,38,11.1,14,13.3,38,F,31-40, , , , , , , ,11.1,14,13.3, , , , , , , ,38
XX27543,63,50,75,18.9,17.5,26.25,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27544,40,60,28,12,21,9.8,43,F,41-50, , , , , , , ,12,21,9.8, , , , , , , ,43
XX27545,100,27,20,30,9.45,7,46,F,41-50, , , , , , , ,30,9.45,7, , , , , , , ,46
XX27546,17,13,12,5.1,4.55,4.2,14,F,11-20, , , , , , , ,5.1,4.55,4.2, , , , , , , ,14
XX27547,50,23,100,15,8.05,35,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27548,43,27,18,12.9,9.45,6.3,29,F,21-30, , , , , , , ,12.9,9.45,6.3, , , , , , , ,29
XX27549,87,30,57,26.1,10.5,19.95,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27550,90,33,100,27,11.55,35,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27551,33,87,20,9.9,30.45,7,47,F,41-50, , , , , , , ,9.9,30.45,7, , , , , , , ,47
XX27552,97,63,48,29.1,22.05,16.8,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27553,33,3,92,9.9,1.05,32.2,43,F,41-50, , , , , , , ,9.9,1.05,32.2, , , , , , , ,43
XX27554,37,80,5,11.1,28,1.75,41,F,41-50, , , , , , , ,11.1,28,1.75, , , , , , , ,41
XX27555,23,47,92,6.9,16.45,32.2,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27556,3,83,25,0.9,29.05,8.75,39,F,31-40, , , , , , , ,0.9,29.05,8.75, , , , , , , ,39
XX27557,80,13,75,24,4.55,26.25,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27558,20,90,48,6,31.5,16.8,54,D,51-60, , , , ,6,31.5,16.8, , , , , , , , , ,54, 
XX27559,40,20,75,12,7,26.25,45,F,41-50, , , , , , , ,12,7,26.25, , , , , , , ,45
XX27560,87,37,42,26.1,12.95,14.7,54,D,51-60, , , , ,26.1,12.95,14.7, , , , , , , , , ,54, 
XX27561,43,47,72,12.9,16.45,25.2,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27562,73,57,60,21.9,19.95,21,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27563,20,87,12,6,30.45,4.2,41,F,41-50, , , , , , , ,6,30.45,4.2, , , , , , , ,41
XX27564,37,70,62,11.1,24.5,21.7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27565,33,13,50,9.9,4.55,17.5,32,F,31-40, , , , , , , ,9.9,4.55,17.5, , , , , , , ,32
XX27566,90,10,88,27,3.5,30.8,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27567,20,40,15,6,14,5.25,25,F,21-30, , , , , , , ,6,14,5.25, , , , , , , ,25
XX27568,63,73,70,18.9,25.55,24.5,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27569,60,57,90,18,19.95,31.5,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27570,53,17,57,15.9,5.95,19.95,42,F,41-50, , , , , , , ,15.9,5.95,19.95, , , , , , , ,42
XX27571,3,90,85,0.9,31.5,29.75,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX27572,93,17,8,27.9,5.95,2.8,37,F,31-40, , , , , , , ,27.9,5.95,2.8, , , , , , , ,37
XX27573,7,70,48,2.1,24.5,16.8,43,F,41-50, , , , , , , ,2.1,24.5,16.8, , , , , , , ,43
XX27574,3,87,80,0.9,30.45,28,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27575,33,20,92,9.9,7,32.2,49,F,41-50, , , , , , , ,9.9,7,32.2, , , , , , , ,49
XX27576,30,33,18,9,11.55,6.3,27,F,21-30, , , , , , , ,9,11.55,6.3, , , , , , , ,27
XX27577,23,0,62,6.9,0,21.7,29,F,21-30, , , , , , , ,6.9,0,21.7, , , , , , , ,29
XX27578,63,100,70,18.9,35,24.5,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX27579,3,77,42,0.9,26.95,14.7,43,F,41-50, , , , , , , ,0.9,26.95,14.7, , , , , , , ,43
XX27580,20,7,55,6,2.45,19.25,28,F,21-30, , , , , , , ,6,2.45,19.25, , , , , , , ,28
XX27581,27,87,15,8.1,30.45,5.25,44,F,41-50, , , , , , , ,8.1,30.45,5.25, , , , , , , ,44
XX27582,10,90,38,3,31.5,13.3,48,F,41-50, , , , , , , ,3,31.5,13.3, , , , , , , ,48
XX27583,37,97,40,11.1,33.95,14,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27584,77,70,75,23.1,24.5,26.25,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27585,3,10,90,0.9,3.5,31.5,36,F,31-40, , , , , , , ,0.9,3.5,31.5, , , , , , , ,36
XX27586,7,53,45,2.1,18.55,15.75,36,F,31-40, , , , , , , ,2.1,18.55,15.75, , , , , , , ,36
XX27587,13,53,15,3.9,18.55,5.25,28,F,21-30, , , , , , , ,3.9,18.55,5.25, , , , , , , ,28
XX27588,60,77,32,18,26.95,11.2,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27589,40,93,68,12,32.55,23.8,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27590,73,70,100,21.9,24.5,35,81,A,81-90,81,73,70,100, , , , , , ,81, , , , , , , 
XX27591,50,30,60,15,10.5,21,47,F,41-50, , , , , , , ,15,10.5,21, , , , , , , ,47
XX27592,83,43,88,24.9,15.05,30.8,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX27593,83,30,28,24.9,10.5,9.8,45,F,41-50, , , , , , , ,24.9,10.5,9.8, , , , , , , ,45
XX27594,20,100,28,6,35,9.8,51,D,51-60, , , , ,6,35,9.8, , , , , , , , , ,51, 
XX27595,27,83,18,8.1,29.05,6.3,43,F,41-50, , , , , , , ,8.1,29.05,6.3, , , , , , , ,43
XX27596,47,43,5,14.1,15.05,1.75,31,F,31-40, , , , , , , ,14.1,15.05,1.75, , , , , , , ,31
XX27597,40,60,85,12,21,29.75,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27598,10,87,50,3,30.45,17.5,51,D,51-60, , , , ,3,30.45,17.5, , , , , , , , , ,51, 
XX27599,43,50,72,12.9,17.5,25.2,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27600,77,63,45,23.1,22.05,15.75,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27601,60,0,20,18,0,7,25,F,21-30, , , , , , , ,18,0,7, , , , , , , ,25
XX27602,57,77,40,17.1,26.95,14,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27603,17,83,72,5.1,29.05,25.2,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27604,67,60,15,20.1,21,5.25,46,F,41-50, , , , , , , ,20.1,21,5.25, , , , , , , ,46
XX27605,100,70,20,30,24.5,7,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX27606,80,73,32,24,25.55,11.2,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27607,90,47,5,27,16.45,1.75,45,F,41-50, , , , , , , ,27,16.45,1.75, , , , , , , ,45
XX27608,77,60,98,23.1,21,34.3,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX27609,80,80,70,24,28,24.5,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX27610,90,10,85,27,3.5,29.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX27611,83,43,2,24.9,15.05,0.7,41,F,41-50, , , , , , , ,24.9,15.05,0.7, , , , , , , ,41
